,"This is a citation overview for a set of 49 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 23 (Of the 49 documents considered for the h-Index, 23 have been cited at least 23 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,979,215,213,79,507,0,1486
2009,"Nanoparticles can cause DNA damage across a cellular barrier","Bhabra G., Sood A., Fisher B., Cartwright L., Saunders M., Evans W.H., Surprenant A., Lopez-Castejon G., Mann S., Davis S.A., Hails L.A., Ingham E., Verkade P., Lane J., Heesom K., Newson R., Case C.P.",17483387,"Nature Nanotechnology",4, 12,1,23,33,9,65,0,66
2009,"Dietary patterns in pregnancy and respiratory and atopic outcomes in childhood","Shaheen S.O., Northstone K., Newson R.B., Emmett P.M., Sherriff A., Henderson A.J.",00406376,"Thorax",64, 5,3,8,7,4,19,0,22
2009,"Effects of hTERT on genomic instability caused by either metal or radiation or combined exposure","Glaviano A., Mothersill C., Case C.P., Rubio M.A., Newson R., Lyng F.",02678357,"Mutagenesis",24, 1,1,2,0,0,2,0,3
2008,"Macrophages detoxify the genotoxic and cytotoxic effects of surgical cobalt chrome alloy particles but not quartz particles on human cells in vitro","Papageorgiou I., Shadrick V., Davis S., Hails L., Schins R., Newson R., Fisher J., Ingham E., Case C.P.",00275107,"Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis",643, 1-2,0,3,2,0,5,0,5
2008,"The effects of allergens in outdoor air on both atopic and nonatopic subjects with airway disease","Burney P.G.J., Newson R.B., Burrows M.S., Wheeler D.M.",01054538,"Allergy: European Journal of Allergy and Clinical Immunology",63, 5,3,1,4,0,5,0,8
2007,"Risk factors for accident and emergency (A&E) attendance for asthma in inner city children","Forbes L., Harvey S., Newson R., Jarvis D., Luczynska C., Price J., Burney P.",00406376,"Thorax",62, 10,3,0,2,0,2,0,5
2007,"GDNF in Parkinson disease: An object lesson in the tyranny of type II","Hutchinson M., Gurney S., Newson R.",01650270,"Journal of Neuroscience Methods",163, 2,8,2,1,0,3,0,11
2007,"The effect of nano- and micron-sized particles of cobalt-chromium alloy on human fibroblasts in vitro","Papageorgiou I., Brown C., Schins R., Singh S., Newson R., Davis S., Fisher J., Ingham E., Case C.P.",01429612,"Biomaterials",28, 19,34,19,21,6,46,0,80
2007,"Genotoxic effects of particles of surgical cobalt chrome alloy on human cells of different age in vitro","Papageorgiou I., Yin Z., Ladon D., Baird D., Lewis A.C., Sood A., Newson R., Learmonth I.D., Case C.P.",00275107,"Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis",619, 1-2,6,7,3,1,11,0,17
2007,"Randomised, double blind, placebo-controlled trial of selenium supplementation in adult asthma","Shaheen S.O., Newson R.B., Rayman M.P., Wong A.P.-L., Tumilty M.K., Phillips J.M., Potts J.F., Kelly F.J., White P.T., Burney P.G.J.",00406376,"Thorax",62, 6,12,8,6,4,18,0,30
2007,"Childhood asthma and fruit consumption","Okoko B.J., Burney P.G., Newson R.B., Potts J.F., Shaheen S.O.",09031936,"European Respiratory Journal",29, 6,7,4,5,1,10,0,17
2007,"Maternal testosterone in pregnancy and atopic outcomes in childhood","Shaheen S.O., Hines M., Newson R.B., Wheeler M., Herrick D.R.M., Strachan D.P., Jones R.W., Burney P.G.J., Henderson A.J.",01054538,"Allergy: European Journal of Allergy and Clinical Immunology",62, 1,5,2,2,0,4,0,9
2006,"Confidence intervals for rank statistics: Percentile slopes, differences, and ratios","Newson R.",1536867X,"Stata Journal",6, 4,1,2,4,0,6,0,7
2006,"Confidence intervals for rank statistics: Somers' D and extensions","Newson R.",1536867X,"Stata Journal",6, 3,8,5,11,7,23,0,31
2006,"Effects of hTERT on metal ion-induced genomic instability","Glaviano A., Lyng F., Mothersill C., Case C.P., Nayak V., Cabuy E., Baird D.M., Yin Z., Newson R., Ladon D., Rubio M.A., Slijepcevic P.",09509232,"Oncogene",25, 24,11,4,0,0,4,0,15
2006,"Efficient calculation of jackknife confidence intervals for rank statistics","Newson R.",15487660,"Journal of Statistical Software",15, 1,4,2,1,1,4,0,8
2005,"Metal-specific differences in levels of DNA damage caused by synovial fluid recovered at revision arthroplasty","Davies A.P., Sood A., Lewis A.C., Newson R., Learmonth I.D., Case C.P.",0301620X,"Journal of Bone and Joint Surgery - Series B",87, 10,18,9,3,1,13,0,31
2005,"Prenatal paracetamol exposure and risk of asthma and elevated immunoglobulin E in childhood","Shaheen S.O., Newson R.B., Henderson A.J., Headley J.E., Stratton F.D., Jones R.W., Strachan D.P.",09547894,"Clinical and Experimental Allergy",35, 1,48,12,17,5,34,0,82
2004,"Changes in metal levels and chromosome aberrations in the peripheral blood of patients after metal-on-metal hip arthroplasty","Ladon D., Doherty A., Newson R., Turner J., Bhamra M., Case C.P.",08835403,"Journal of Arthroplasty",19, 8,44,23,14,9,46,0,90
2004,"Umbilical cord and maternal blood red cell fatty acids and early childhood wheezing and eczema","Newson R.B., Shaheen S.O., Henderson A.J., Emmett P.M., Sherriff A., Calder P.C.",00916749,"Journal of Allergy and Clinical Immunology",114, 3,32,6,6,3,15,0,47
2004,"Umbilical cord trace elements and minerals and risk of early childhood wheezing and eczema","Shaheen S.O., Newson R.B., Henderson A.J., Emmett P.M., Sherriff A., Cooke M.",09031936,"European Respiratory Journal",24, 2,27,5,10,5,20,0,47
2001,"Avoiding artificiality in teleconsultations","Tachakra S., Newson R., Wootton R., Stinson A.",1357633X,"Journal of Telemedicine and Telecare",7, 1,1,0,0,0,0,0,1
2001,"Increased chromosome translocations and aneuploidy in peripheral blood lymphocytes of patients having revision arthroplasty of the hip","Doherty A.T., Howell R.T., Ellis L.A., Bisbinas I., Learmonth I.D., Newson R., Case C.P.",0301620X,"Journal of Bone and Joint Surgery - Series B",83, 7,37,9,3,2,14,0,51
