,"Authors: Feldmann, Marc; Feldmann, Marc",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 53 (Of the 207 documents considered for the h-Index, 53 have been cited at least 53 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,19919,1935,1771,3706,993,24618
2009,"Suppression of tumour necrosis factor production from mononuclear cells by a novel synthetic compound, CLX-090717","Sumariwalla P.F., Palmer C.D., Pickford L.B., Feldmann M., Foxwell B.M.J., Brennan F.M.",14620324,"Rheumatology",48, 1,0,0,0,0,1,1
2008,"Reduction of cPLA2? overexpression: An efficient anti-inflammatory therapy for collagen-induced arthritis","Raichel L., Berger S., Hadad N., Kachko L., Karter M., Szaingurten-Solodkin I., Williams R.O., Feldmann M., Levy R.",00142980,"European Journal of Immunology",38, 10,0,0,0,0,0,0
2008,"Inhibitors of TLR8 reduce TNF production from human rheumatoid synovial membrane cultures.","Sacre S.M., Lo A., Gregory B., Simmonds R.E., Williams L., Feldmann M., Brennan F.M., Foxwell B.M.",15506606,"Journal of immunology (Baltimore, Md. : 1950)",181, 11,0,0,0,0,1,1
2008,"Many cytokines are very useful therapeutic targets in disease","Feldmann M.",00219738,"Journal of Clinical Investigation",118, 11,0,0,0,0,5,5
2008,"Antagonism of the human epidermal growth factor receptor family controls disease severity in murine collagen-induced arthritis","Sumariwalla P.F., Jin P., Zhang J., Ni I., Crawford D., Shepard H.M., Paleolog E.M., Feldmann M.",00043591,"Arthritis and Rheumatism",58, 10,0,0,0,0,0,0
2008,"Regulation of pain sensitivity in experimental osteoarthritis by the endogenous peripheral opioid system","Inglis J.J., McNamee K.E., Chia S.-L., Essex D., Feldmann M., Williams R.O., Hunt S.P., Vincent T.",00043591,"Arthritis and Rheumatism",58, 10,0,0,0,0,2,2
2008,"Resting CD4+ effector memory T cells are precursors of bystander-activated effectors: a surrogate model of rheumatoid arthritis synovial T-cell function.","Brennan F.M., Foey A., Beech J.T., Feldmann M., Smith N.M., Owen S., Li C., Amjadi P., Green P., Andersson A., Palfreeman A.C., Hillyer P.",14786362,"Arthritis research & therapy",10, 2,0,0,1,1,1,2
2008,"Neutralizing IL-21 and IL-15 inhibits pro-inflammatory cytokine production in rheumatoid arthritis","Andersson A.K., Feldmann M., Brennan F.M.",03009475,"Scandinavian Journal of Immunology",68, 1,0,0,1,1,3,4
2008,"Novel splice variants derived from the receptor tyrosine kinase superfamily are potential therapeutics for rheumatoid arthritis","Jin P., Paleolog E.M., Zhang J., Sumariwalla P.F., Ni I., Jorgensen B., Crawford D., Phillips S., Feldmann M., Michael H.M.",14786354,"Arthritis Research and Therapy",10, 4,0,0,2,2,3,5
2008,"Role of cytokines in rheumatoid arthritis: An education in pathophysiology and therapeutics","Feldmann M., Maini S.R.N.",01052896,"Immunological Reviews",223, 1,0,0,3,3,11,14
2008,"Rac mediates TNF-induced cytokine production via modulation of NF-?B","Williams L.M., Lali F., Willetts K., Balague C., Godessart N., Brennan F., Feldmann M., Foxwell B.M.J.",01615890,"Molecular Immunology",45, 9,0,0,1,1,6,7
2008,"CD200-Fc, a novel antiarthritic biologic agent that targets proinflammatory cytokine expression in the joints of mice with collagen-induced arthritis","Simelyte E., Criado G., Essex D., Uger R.A., Feldmann M., Williams R.O.",00043591,"Arthritis and Rheumatism",58, 4,0,0,1,1,2,3
2008,"Treatment of rheumatoid arthritis with chimeric monoclonal antibodies to tumor necrosis factor alpha.","Elliot M.J., Woody J.N., Maini R.N., Feldmann M., Long-Fox A., Charles P., Katasikis P., Brennan F.M., Bijl H., Ghrayeb J.",00043591,"Arthritis and rheumatism",58, 2,0,0,0,0,0,0
2007,"Targeting intracellular signaling: A novel approach to vaccination","Wales J., Foxwell B., Feldmann M.",14760584,"Expert Review of Vaccines",6, 6,0,0,0,0,0,0
2007,"Targeting intracellular mediators of pattern-recognition receptor signalling to adjuvant vaccination","Wales J., Andreakos E., Feldmann M., Foxwell B.",03005127,"Biochemical Society Transactions",35, 6,0,0,1,1,0,1
2007,"Collagen-induced arthritis as a model of hyperalgesia: Functional and cellular analysis of the analgesic actions of tumor necrosis factor blockade","Inglis J.J., Notley C.A., Essex D., Wilson A.W., Feldmann M., Anand P., Williams R.",00043591,"Arthritis and Rheumatism",56, 12,0,0,3,3,6,9
2007,"Could toll-like receptors provide a missing link in chronic inflammation in rheumatoid arthritis? Lessons from a study on human rheumatoid tissue","Sacre S.M., Drexler S.K., Andreakos E., Feldmann M., Brennan F.M., Foxwell B.M.J.",00034967,"Annals of the Rheumatic Diseases",66, 3,0,0,3,3,2,5
2007,"Key differences in TLR3/poly I:C signaling and cytokine induction by human primary cells: A phenomenon absent from murine cell systems","Lundberg A.M., Drexler S.K., Monaco C., Williams L.M., Sacre S.M., Feldmann M., Foxwell B.M.",00064971,"Blood",110, 9,0,2,8,10,7,17
2007,"Collagen-induced arthritis in C57BL/6 mice is associated with a robust and sustained T-cell response to type II collagen","Inglis J.J., Criado G., Medghalchi M., Andrews M., Sandison A., Feldmann M., Williams R.O.",14786354,"Arthritis Research and Therapy",9, 5,0,0,4,4,0,4
2007,"The anti-allergic drug, N -(3?,4?-dimethoxycinnamonyl) anthranilic acid, exhibits potent anti-inflammatory and analgesic properties in arthritis","Inglis J.J., Criado G., Andrews M., Feldmann M., Williams R.O., Selley M.L.",14620324,"Rheumatology",46, 9,0,0,3,3,2,5
2007,"Cytokine inhibitors in rheumatoid arthritis and other autoimmune diseases","Williams R.O., Paleolog E., Feldmann M.",14714892,"Current Opinion in Pharmacology",7, 4,0,0,4,4,6,10
2007,"Immunomodulatory properties of mesenchymal stem cells: a review based on an interdisciplinary meeting held at the Kennedy Institute of Rheumatology Division, London, UK, 31 October 2005.","Tyndall A., Le Blanc K., Luyten F., McGonagle D., Martin I., Bocelli-Tyndall C., Pennesi G., Pistoia V., Pitzalis C., Uccelli A., Wulffraat N., Walker U.A., Feldmann M., Cope A., Dazzi F., De Bari C., Fibbe W., Guiducci S., Jones S., Jorgensen C.",14786362,"Arthritis research & therapy",9, 1,0,0,6,6,4,10
2007,"Inhibition of p38 mitogen-activated protein kinase is effective in the treatment of experimental crescentic glomerulonephritis and suppresses monocyte chemoattractant protein-1 but not IL-1? or IL-6","Sheryanna A., Tam F.W.K., Bhangal G., McDaid J., Smith J., Manning A., Foxwell B.M.J., Feldmann M., Cook H.T., Pusey C.D.",10466673,"Journal of the American Society of Nephrology",18, 4,0,0,5,5,5,10
2007,"A new JCI conflict-of-interest policy","Neill U.S., Thompson C.B., Feldmann M., Kelley W.N.",00219738,"Journal of Clinical Investigation",117, 3,0,5,1,6,1,7
2007,"Adenoviral gene transfer of the endogenous inhibitor I?B? into human osteoarthritis synovial fibroblasts demonstrates that several matrix metalloproteinases and aggrecanases are nuclear factor-?B-dependent","Bondeson J., Lauder S., Wainwright S., Amos N., Evans A., Hughes C., Feldmann M., Caterson B.",0315162X,"Journal of Rheumatology",34, 3,0,0,8,8,2,10
2007,"Selective use of TRAM in lipopolysaccharide (LPS) and lipoteichoic acid (LTA) induced NF-?B activation and cytokine production in primary human cells: TRAM is an adaptor for LPS and LTA signaling","Sacre S.M., Lundberg A.M.C., Andreakos E., Taylor C., Feldmann M., Foxwell B.M.",00221767,"Journal of Immunology",178, 4,0,3,2,5,3,8
