,"This is a citation overview for a set of 223 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 32 (Of the 223 documents considered for the h-Index, 32 have been cited at least 32 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,2009,subtotal,>2009,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,2873,580,622,444,1646,0,4519
2009,"Development, initial reliability and validity testing of an observational tool for assessing technical skills of operating room nurses","Sevdalis N., Undre S., Henry J., Sydney E., Koutantji M., Darzi A., Vincent C.A.",00207489,"International Journal of Nursing Studies",46, 9,0,0,0,0,0,0,0
2009,"Host-plant mediated interactions between two aphid species","Brunissen L., Cherqui A., Pelletier Y., Vincent C., Giordanengo P.",00138703,"Entomologia Experimentalis et Applicata",132, 1,0,0,0,0,0,0,0
2009,"Perceptions of the impact of a large-scale collaborative improvement programme: Experience in the UK Safer Patients Initiative","Benn J., Burnett S., Parand A., Pinto A., Iskander S., Vincent C.",13561294,"Journal of Evaluation in Clinical Practice",15, 3,0,0,0,0,0,0,0
2009,"The Inflammatory Response to Cardiopulmonary Bypass: Part 2-Anti-Inflammatory Therapeutic Strategies","Warren O.J., Watret A.L., de Wit K.L., Alexiou C., Vincent C., Darzi A.W., Athanasiou T.",10530770,"Journal of Cardiothoracic and Vascular Anesthesia",23, 3,0,0,0,0,0,0,0
2009,"Observational teamwork assessment for surgery: Construct validation with expert versus novice raters","Sevdalis N., Lyons M., Healey A.N., Undre S., Darzi A., Vincent C.A.",00034932,"Annals of Surgery",249, 6,0,0,0,0,0,0,0
2009,"A systems approach to errors","Nagpal K., Vats A., Vincent C., Moorthy K.",00396060,"Surgery",145, 6,0,0,0,0,0,0,0
2009,"Mutations in domain I interhelical loops affect the rate of pore formation by the Bacillus thuringiensis Cry1Aa toxin in insect midgut brush border membrane vesicles","Lebel G., Laprade R., Schwartz J.-L., Vachon V., Prefontaine G., Girard F., Masson L., Juteau M., Bah A., Larouche G., Vincent C.",00992240,"Applied and Environmental Microbiology",75, 12,0,0,0,0,0,0,0
