,"This is a citation overview for a set of 156 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 55 (Of the 156 documents considered for the h-Index, 55 have been cited at least 55 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,7797,1123,1098,389,2610,0,10407
2009,"T-box 2, a mediator of Bmp-Smad signaling, induced hyaluronan synthase 2 and Tgf?2 expression and endocardial cushion formation","Shirai M., Imanaka-Yoshida K., Schneider M.D., Schwartz R.J., Morisaki T.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",106, 44,0,1,7,4,12,0,12
2009,"BMP signaling regulates sympathetic nervous system development through Smad4-dependent and -independentpathways","Morikawa Y., Zehir A., Maska E., Deng C., Schneider M.D., Mishina Y., Cserjesi P.",09501991,"Development",136, 21,0,8,14,1,23,0,23
2009,"Conditional ablation of nonmuscle myosin II-B delineates heart defects in adult mice","Ma X., Adelstein R.S., Wei Q., Takeda K., Singh A., Yu Z.-X., Zerfas P., Blount A., Liu C., Towbin J.A., Schneider M.D.",00097330,"Circulation Research",105, 11,0,4,1,1,6,0,6
2009,"TAK1 is an essential regulator of BMP signalling in cartilage","Shim J.-H., Greenblatt M.B., Xie M., Schneider M.D., Zou W., Zhai B., Gygi S., Glimcher L.H.",02614189,"EMBO Journal",28, 14,3,10,12,4,26,0,29
2009,"Fibroblasts Inform the Heart: Control of Cardiomyocyte Cycling and Size by Age-Dependent Paracrine Signals","Noseda M., Schneider M.D.",15345807,"Developmental Cell",16, 2,1,1,3,0,4,0,5
2008,"Phosphorylation of Thr-178 and Thr-184 in the TAK1 T-loop is required for interleukin (IL)-1-mediated optimal NF?B and AP-1 activation as well as IL-6 gene expression","Yu Y., Ge N., Xie M., Sun W., Burlingame S., Pass A.K., Nuchtern J.G., Zhang D., Fu S., Schneider M.D., Fan J., Yang J.",00219258,"Journal of Biological Chemistry",283, 36,8,5,4,2,11,0,19
2008,"Targeted deletion of Dicer in the heart leads to dilated cardiomyopathy and heart failure","Chen J.-F., Selzman C.H., Meissner G., Patterson C., Hannon G.J., Wang D.-Z., Murchison E.P., Tang R., Callis T.E., Tatsuguchi M., Deng Z., Rojas M., Hammond S.M., Schneider M.D.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",105, 6,38,51,26,20,97,0,135
2007,"Abnormal conduction and morphology in the atrioventricular node of mice with atrioventricular canal targeted deletion of Alk3/Bmpr1a receptor.","Stroud D.M., Gaussin V., Burch J.B., Yu C., Mishina Y., Schneider M.D., Fishman G.I., Morley G.E.",15244539,"Circulation",116, 22,11,1,6,1,8,0,19
2007,"Cardiac peroxisome proliferator-activated receptor ? is essential in protecting cardiomyocytes from oxidative damage","Ding G., Mangelsdorf D.J., Evans R.M., Yang Q., Fu M., Qin Q., Lewis W., Kim H.W., Fukai T., Bacanamwo M., Chen Y.E., Schneider M.D.",00086363,"Cardiovascular Research",76, 2,14,11,7,8,26,0,40
2007,"TNF provokes cardiomyocyte apoptosis and cardiac remodeling through activation of multiple cell death pathways","Haudek S.B., Taffet G.E., Schneider M.D., Mann D.L.",00219738,"Journal of Clinical Investigation",117, 9,15,10,15,3,28,0,43
2007,"Cardiac-specific haploinsufficiency of ?-catenin attenuates cardiac hypertrophy but enhances fetal gene expression in response to aortic constriction","Qu J., Zhou J., Ping Yi X., Dong B., Zheng H., Miller L.M., Wang X., Schneider M.D., Li F.",00222828,"Journal of Molecular and Cellular Cardiology",43, 3,9,6,4,1,11,0,20
