,"This is a citation overview for a set of 333 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 41 (Of the 333 documents considered for the h-Index, 41 have been cited at least 41 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,4240,492,509,1001,320,5561
2009,"Predicting survival in end-stage cystic fibrosis","Ketchell R.I., Roughton M., Agent P., Gyi K., Hodson M.E.",09546111,"Respiratory Medicine",103, 10,0,0,0,0,0,0
2009,"Mineral and geochemical characterization of a leptic aluandic soil and a thapto aluandic-ferralsol developed on trachytes in Mount Bambouto (Cameroon volcanic line)","Tematio P., Fritsch E., Hodson M.E., Lucas Y., Bitom D., Bilong P.",00167061,"Geoderma",152, 3-4,0,0,0,0,0,0
2009,"Trends in pathogens colonising the respiratory tract of adult patients with cystic fibrosis, 1985-2005","Millar F.A., Simmonds N.J., Hodson M.E.",15691993,"Journal of Cystic Fibrosis",, ,0,0,0,0,0,0
2009,"Weathering microenvironments on feldspar surfaces: Implications for understanding fluid-mineral reactions in soils","Lee M.R., Brown D.J., Hodson M.E., MacKenzie M., Smith C.L.",0026461X,"Mineralogical Magazine",72, 6,0,0,0,0,0,0
2009,"Implementation of European standards of care for cystic fibrosis - provision of care","Elborn J.S., Hodson M., Bertram C.",15691993,"Journal of Cystic Fibrosis",8, 5,0,0,0,0,0,0
2009,"Adult cystic fibrosis patients with and without infective exacerbations and their factor XII levels","Davidson S.J., Paramothayan S., Hodson M.E.",09575235,"Blood Coagulation and Fibrinolysis",20, 6,0,0,0,0,0,0
2009,"Symptomatic pancreatitis in patients with cystic fibrosis","Gooding I., Bradley E., Puleston J., Gyi K.-M., Hodson M., Westaby D.",00029270,"American Journal of Gastroenterology",104, 6,0,0,0,0,0,0
2009,"Implementation of European standards of care for cystic fibrosis - Control and treatment of infection","Elborn J.S., Hodson M., Bertram C.",15691993,"Journal of Cystic Fibrosis",8, 3,0,0,0,0,0,0
2009,"Growing old with cystic fibrosis - The characteristics of long-term survivors of cystic fibrosis","Simmonds N.J., Cullinan P., Hodson M.E.",09546111,"Respiratory Medicine",103, 4,0,0,0,0,1,1
2008,"Crystallization of calcite from amorphous calcium carbonate: Earthworms show the way","Lee M.R., Hodson M.E., Langworthy G.N.",0026461X,"Mineralogical Magazine",72, 1,0,0,0,0,1,1
2008,"The role of earthworm communities in soil mineral weathering: A field experiment","Carpenter D., Hodson M.E., Eggleton P., Kirk C.",0026461X,"Mineralogical Magazine",72, 1,0,0,0,0,0,0
2008,"The first environmental science experiments on the new microfocus spectroscopy beamline at Diamond","Mosselmans J.F.W., Quinn P.D., Rosell J.R., Atkinson K.D., Dent A.J., Cavill S.I., Hodson M.E., Kirk C.A., Schofield P.F.",0026461X,"Mineralogical Magazine",72, 1,0,0,0,0,0,0
2008,"The impact of Eisenia veneta on As, Cu, Pb and Zn uptake by ryegrass (Lolium perenne L.)","Sizmur T., Hodson M.E.",0026461X,"Mineralogical Magazine",72, 1,0,0,0,0,1,1
2008,"An international/multicentre report on patients with cystic fibrosis (CF) over the age of 40 years","Hodson M.E., Simmonds N.J., Warwick W.J., Tullis E., Castellani C., Assael B., Dodge J.A., Corey M., For the International Study of Aging in Cystic Fibrosis",15691993,"Journal of Cystic Fibrosis",7, 6,0,0,0,0,2,2
2008,"A feasibility study of home telemedicine for patients with cystic fibrosis awaiting transplantation","Wilkinson O.M., Duncan-Skingle F., Pryor J.A., Hodson M.E.",1357633X,"Journal of Telemedicine and Telecare",14, 4,0,0,1,1,2,3
2007,"Effect of organic complexation on the toxicity of Cu to the earthworm Eisenia fetida","Arnold R.E., Hodson M.E., Comber S.",08832927,"Applied Geochemistry",22, 11,0,1,1,2,2,4
2007,"The effect of organic materials on the mobility and toxicity of metals in contaminated soils","van Herwijnen R., Laverye T., Poole J., Hodson M.E., Hutchings T.R.",08832927,"Applied Geochemistry",22, 11,0,0,0,0,3,3
