,"Authors: Hagberg, H.; Hagberg, Hendrik; Hagberg, H.; Hagberg, H.; Hagberg, H.; Hagberg, Henrik H.; Hagberg, H.; (...); Hagberg, H.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 41 (Of the 159 documents considered for the h-Index, 41 have been cited at least 41 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,4708,783,888,1671,564,6943
2009,"Expression of MMP-12 after neonatal hypoxic-ischemic brain injury in mice","Svedin P., Hagberg H., Mallard C.",03785866,"Developmental Neuroscience",31, 5,0,0,0,0,1,1
2009,"Role of mixed lineage kinase inhibition in neonatal hypoxia-ischemia","Carlsson Y., Leverin A.-L., Hedtjarn M., Wang X., Mallard C., Hagberg H.",03785866,"Developmental Neuroscience",31, 5,0,0,0,0,1,1
2009,"Prediction of spontaneous preterm delivery in women with preterm labor: Analysis of multiple proteins in amniotic and cervical fluids","Holst R.-M., Hagberg H., Wennerholm U.-B., Skogstrand K., Thorsen P., Jacobsson B.",00297844,"Obstetrics and Gynecology",114, 2,0,0,0,0,0,0
2009,"Cerebellar white matter injury following systemic endotoxemia in preterm fetal sheep","Dean J.M., Farrag D., Zahkouk S.A.M., El Zawahry E.Y.I., Hagberg H., Kjellmer I., Mallard C.",03064522,"Neuroscience",160, 3,0,0,0,0,1,1
2009,"Induction of labor versus expectant management for post-date pregnancy: Is there sufficient evidence for a change in clinical practice?","Wennerholm U.-B., Hagberg H., Brorsson B., Bergh C.",00016349,"Acta Obstetricia et Gynecologica Scandinavica",88, 1,0,0,0,0,1,1
2009,"Developmental shift of cyclophilin D contribution to hypoxic-ischemic brain injury","Wang X., Bernardi P., Forte M.A., Hagberg H., Carlsson Y., Basso E., Zhu C., Rousset C.I., Rasola A., Johansson B.R., Blomgren K., Mallard C.",02706474,"Journal of Neuroscience",29, 8,0,0,0,0,2,2
2008,"Comparison in obstetric management on infants with transient and persistent obstetric brachial plexus palsy","Mollberg M., Lagerkvist A.-L., Johansson U., Bager B., Johansson A., Hagberg H.",08830738,"Journal of Child Neurology",23, 12,0,0,0,0,0,0
2008,"Acupuncture as an adjunct to standard treatment for pelvic girdle pain in pregnant women: Randomised double-blinded controlled trial comparing acupuncture with non-penetrating sham acupuncture","Elden H., Fagevik-Olsen M., Ostgaard H.-C., Stener-Victorin E., Hagberg H.",14700328,"BJOG: An International Journal of Obstetrics and Gynaecology",115, 13,0,0,0,0,0,0
2008,"Cerebral palsy and restricted growth status at birth: Population-based case-control study","Jacobsson B., Ahlin K., Francis A., Hagberg G., Hagberg H., Gardosi J.",14700328,"BJOG: An International Journal of Obstetrics and Gynaecology",115, 10,0,0,0,0,6,6
2008,"Pharmacological and genetic inhibition of NADPH oxidase does not reduce brain damage in different models of perinatal brain injury in newborn mice","Doverhag C., Hagberg H., Simbruner G., Gressens P., Savman K., Keller M., Karlsson A., Hedtjarn M., Nilsson U., Kapeller E., Sarkozy G., Klimaschewski L., Humpel C.",09699961,"Neurobiology of Disease",31, 1,0,0,0,0,1,1
2008,"Treatments of pelvic girdle pain in pregnant women: Adverse effects of standard treatment, acupuncture and stabilising exercises on the pregnancy, mother, delivery and the fetus/neonate","Elden H., Ostgaard H.-C., Fagevik-Olsen M., Ladfors L., Hagberg H.",14726882,"BMC Complementary and Alternative Medicine",8, ,0,0,0,0,0,0
2008,"Regression of pelvic girdle pain after delivery: Follow-up of a randomised single blind controlled trial with different treatment modalities","Elden H., Hagberg H., Olsen M.F., Ladfors L., Ostgaard H.C.",00016349,"Acta Obstetricia et Gynecologica Scandinavica",87, 2,0,0,0,0,0,0
2007,"Expression of cytokines and chemokines in cervical and amniotic fluid: Relationship to histological chorioamnionitis","Holst R.-M., Laurini R., Jacobsson B., Samuelsson E., Savman K., Doverhag C., Wennerholm U.-B., Hagberg H.",14767058,"Journal of Maternal-Fetal and Neonatal Medicine",20, 12,0,0,2,2,2,4
2007,"X chromosome-linked inhibitor of apoptosis protein reduces oxidative stress after cerebral irradiation or hypoxia-ischemia through up-regulation of mitochondrial antioxidants","Zhu C., Eriksson P.S., Northington F.J., Bjork-Eriksson T., Lindholm D., Blomgren K., Xu F., Fukuda A., Wang X., Fukuda H., Korhonen L., Hagberg H., Lannering B., Nilsson M.",0953816X,"European Journal of Neuroscience",26, 12,0,0,1,1,0,1
2007,"Failure to complete apoptosis following neonatal hypoxia-ischemia manifests as ""continuum"" phenotype of cell death and occurs with multiple manifestations of mitochondrial dysfunction in rodent forebrain","Northington F.J., Zelaya M.E., O'Riordan D.P., Blomgren K., Flock D.L., Hagberg H., Ferriero D.M., Martin L.J.",03064522,"Neuroscience",149, 4,0,0,0,0,4,4
2007,"Role of toll-like receptor 4-myeloid diferentiation factor 88 pathway in neonatal hypoxic-ischemic brain injury","Wang X., Nie C., Eriksson K., Hagberg H., Mallard C.",0271678X,"Journal of Cerebral Blood Flow and Metabolism",27, 1,0,0,0,0,0,0
2007,"Role of cyclophilin D in hypoxia-ischemia induced brain injury during development","Wang X., Forte M.A., Bernardi P., Rousset C., Zhu C., Blomgren K., Carlsson Y., Mallard C., Hagberg H.",0271678X,"Journal of Cerebral Blood Flow and Metabolism",27, 1,0,0,0,0,0,0
2007,"Cyclophilin A participates in the nuclear translocation of apoptosis-inducing factor in neurons after cerebral hypoxia-ischemia","Zhu C., Hagberg H., Luban J., Kroemer G., Blomgren K., Wang X., Deinum J., Huang Z., Gao J., Modjtahedi N., Neagu M.R., Nilsson M., Eriksson P.S.",00221007,"Journal of Experimental Medicine",204, 8,0,2,7,9,7,16
2007,"Delayed peripheral administration of a GPE analogue induces astrogliosis and angiogenesis and reduces inflammation and brain injury following hypoxia-ischemia in the neonatal rat","Svedin P., Guan J., Mathai S., Zhang R., Wang X., Gustavsson M., Hagberg H., Mallard C.",03785866,"Developmental Neuroscience",29, 4-5,0,0,5,5,3,8
2007,"Inflammation-induced preconditioning in the immature brain","Mallard C., Hagberg H.",1744165X,"Seminars in Fetal and Neonatal Medicine",12, 4,0,0,1,1,2,3
2007,"Delayed IGF-1 administration rescues oligodendrocyte progenitors from glutamate-induced cell death and hypoxic-ischemic brain damage","Wood T.L., Loladze V., Altieri S., Gangoli N., Levison S.W., Brywe K.G., Mallard C., Hagberg H.",03785866,"Developmental Neuroscience",29, 4-5,0,0,4,4,5,9
2007,"Central nervous system occurrence in elderly patients with aggressive lymphoma and a long-term follow-up","Bjorkholm M., Ost A., Nilsson B., Osby E., Hagberg H., Holte H., Kvaloy S., Teerenhovi L., Anderson H., Cavallin-Stahl E., Myhre J., Pertovaara H.",09237534,"Annals of Oncology",18, 6,0,1,3,4,3,7
2007,"Dual role of intrauterine immune challenge on neonatal and adult brain vulnerability to hypoxia-ischemia","Wang X., Hagberg H., Nie C., Zhu C., Ikeda T., Mallard C.",00223069,"Journal of Neuropathology and Experimental Neurology",66, 6,0,0,4,4,5,9
2007,"'Johnston and Hagberg reply' [2]","Johnston M.V., Hagberg H.",00121622,"Developmental Medicine and Child Neurology",49, 6,0,0,0,0,0,0
2007,"Deletion of the c-Jun N-terminal kinase 3 gene protects neonatal mice against cerebral hypoxic-ischaemic injury","Pirianov G., Brywe K.G., Mallard C., Edwards D., Flavell R.A., Hagberg H., Mehmet H.",0271678X,"Journal of Cerebral Blood Flow and Metabolism",27, 5,0,3,7,10,6,16
2007,"Vascular response to hypoxic preconditioning in the immature brain","Gustavsson M., Mallard C., Vannucci S.J., Wilson M.A., Johnston M.V., Hagberg H.",0271678X,"Journal of Cerebral Blood Flow and Metabolism",27, 5,0,1,9,10,3,13
2007,"Effects of intrauterine inflammation on the developing mouse brain","Wang X., Hagberg H., Zhu C., Jacobsson B., Mallard C.",00068993,"Brain Research",1144, 1,0,0,5,5,1,6
2007,"Apoptosis-inducing factor is a major contributor to neuronal loss induced by neonatal cerebral hypoxia-ischemia","Zhu C., Culmsee C., Plesnila N., Kroemer G., Blomgren K., Wang X., Huang Z., Qiu L., Xu F., Vahsen N., Nilsson M., Eriksson P.S., Hagberg H.",13509047,"Cell Death and Differentiation",14, 4,0,9,10,19,11,30
2007,"Global gene expression in the developing rat brain after hypoxic preconditioning: Involvement of apoptotic mechanisms?","Gustavsson M., Wilson M.A., Mallard C., Rousset C., Johnston M.V., Hagberg H.",00313998,"Pediatric Research",61, 4,0,0,1,1,2,3
2007,"N-Acetylcysteine reduces lipopolysaccharide-sensitized hypoxic-ischemic brain injury","Wang X., Hagberg H., Mallard C., Svedin P., Nie C., Lapatto R., Zhu C., Gustavsson M., Sandberg M., Karlsson J.-O., Romero R.",03645134,"Annals of Neurology",61, 3,0,1,8,9,3,12
2007,"Obstetric brachial plexus palsy: A prospective study on risk factors related to manual assistance during the second stage of labor","Mollberg M., Wennergren M., Bager B., Ladfors L., Hagberg H.",00016349,"Acta Obstetricia et Gynecologica Scandinavica",86, 2,0,1,5,6,3,9
2007,"Matrix metalloproteinase-9 gene knock-out protects the immature brain after cerebral hypoxia-ischemia","Svedin P., Hagberg H., Savman K., Zhu C., Mallard C.",02706474,"Journal of Neuroscience",27, 7,0,1,10,11,16,27
2007,"Gender-specific neuroprotection by 2-iminobiotin after hypoxia-ischemia in the neonatal rat via a nitric oxide independent pathway","Nijboer C.H.A., Groenendaal F., Kavelaars A., Hagberg H.H., Van Bel F., Heijnen C.J.",0271678X,"Journal of Cerebral Blood Flow and Metabolism",27, 2,0,5,12,17,4,21
2007,"Melatonin reduces inflammation and cell death in white matter in the mid-gestation fetal sheep following umbilical cord occlusion","Welin A.-K., Svedin P., Lapatto R., Sultan B., Hagberg H., Gressens P., Kjellmer I., Mallard C.",00313998,"Pediatric Research",61, 2,0,3,10,13,2,15
2007,"Sex and the pathogenesis of cerebral palsy","Johnston M.V., Hagberg H.",00121622,"Developmental Medicine and Child Neurology",49, 1,0,1,14,15,11,26
2006,"Mechanisms of perinatal brain damage and protective possibilities","Hagberg H., Rousset C.I., Wang X., Mallard C.",17406765,"Drug Discovery Today: Disease Mechanisms",3, 4,0,0,0,0,1,1
2006,"Cervical length in women in preterm labor with intact membranes: Relationship to intra-amniotic inflammation/microbial invasion, cervical inflammation and preterm delivery","Holst R.-M., Jacobsson B., Hagberg H., Wennerholm U.-B.",09607692,"Ultrasound in Obstetrics and Gynecology",28, 6,1,0,2,2,1,4
2006,"The dynamics of the LPS triggered inflammatory response of murine microglia under different culture and in vivo conditions","Lund S., Leist M., Christensen K.V., Hedtjarn M., Mortensen A.L., Hagberg H., Falsig J., Hasseldam H., Schrattenholz A., Porzgen P.",01655728,"Journal of Neuroimmunology",180, 1-2,0,3,13,16,12,28
2006,"Lipopolysaccharide-induced inflammation and perinatal brain injury","Wang X., Rousset C.I., Hagberg H., Mallard C.",1744165X,"Seminars in Fetal and Neonatal Medicine",11, 5,1,3,11,14,5,20
2006,"Disruption of interleukin-18, but not interleukin-1, increases vulnerability to preterm delivery and fetal mortality after intrauterine inflammation","Wang X., Hagberg H., Mallard C., Zhu C., Hedtjarn M., Tiger C.-F., Eriksson K., Rosen A., Jacobsson B.",00029440,"American Journal of Pathology",169, 3,0,2,3,5,5,10
2006,"Effect of lipopolysaccharide on global gene expression in the immature rat brain","Eklind S., Hagberg H., Wang X., Savman K., Leverin A.-L., Hedtjarn M., Mallard C.",00313998,"Pediatric Research",60, 2,0,4,3,7,2,9
2006,"STAN in clinical practice-The outcome of 2 years of regular use in the city of Gothenburg","Noren H., Blad S., Carlsson A., Flisberg A., Gustavsson A., Lilja H., Wennergren M., Hagberg H.",00029378,"American Journal of Obstetrics and Gynecology",195, 1,1,4,7,11,1,13
2006,"Fetal brain injury in experimental intrauterine asphyxia and inflammation in Göttingen minipigs","Lyng K., Munkeby B.H., Scheie D., Mallard C., Hagberg H., Stray-Pedersen B., Saugstad O.D., Froen J.F.",03005577,"Journal of Perinatal Medicine",34, 3,0,0,0,0,1,1
2006,"Bcl-2 phosphorylation in the BH4 domain precedes caspase-3 activation and cell death after neonatal cerebral hypoxic-ischemic injury","Hallin U., Kondo E., Ozaki Y., Hagberg H., Shibasaki F., Blomgren K.",09699961,"Neurobiology of Disease",21, 3,0,1,0,1,2,3
2006,"Free radicals, mitochondria, and hypoxia-ischemia in the developing brain","Blomgren K., Hagberg H.",08915849,"Free Radical Biology and Medicine",40, 3,6,18,22,40,16,62
