,"Author: De Wolf, Frank",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 31 (Of the 91 documents considered for the h-Index, 31 have been cited at least 31 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,5697,464,465,929,315,6941
2009,"A comparison of three computational modelling methods for the prediction of virological response to combination HIV therapy","Wang D., Perez-Elias M.J., Emery S., Gatell J., D'Arminio Monforte A., Torti C., Zazzi M., Lane C., Larder B., Revell A., Montaner J., Harrigan R., De Wolf F., Lange J., Wegner S., Ruiz L.",09333657,"Artificial Intelligence in Medicine",47, 1,0,0,0,0,0,0
2009,"Risk factors for treatment-limiting toxicities in patients starting nevirapine-containing antiretroviral therapy","Kesselring A.M., Reiss P., Mocroft A., Wit F.W., Sabin C.A., Lundgren J.D., Gill M.J., Gatell J.M., Rauch A., Montaner J.S., De Wolf F.",02699370,"AIDS",23, 13,0,0,0,0,0,0
2009,"Estimating the public health impact of the effect of herpes simplex virus suppressive therapy on plasma HIV-1 viral load","Baggaley R.F., Ghani A.C., Weiss H.A., Griffin J.T., Chapman R., Hollingsworth T.D., Nagot N., Delany S., Mayaud P., De Wolf F., Fraser C.",02699370,"AIDS",23, 8,0,0,0,0,0,0
2009,"Baseline lipid levels rather than the presence of reported body shape changes determine the degree of improvement in lipid levels after switching to atazanavir","Van Vonderen M.G.A., Gras L., Wit F., Brinkman K., Van Der Ende M.E., Hoepelman A.I.M., De Wolf F., Reiss P.",15284336,"HIV Clinical Trials",10, 3,0,0,0,0,0,0
2008,"Lower perceived necessity of HAART predicts lower treatment adherence and worse virological response in the ATHENA cohort","De Boer-Van Der Kolk I.M., Sprangers M.A.G., Van Der Ende M., Schreij G., De Wolf F., Nieuwkerk P.T.",15254135,"Journal of Acquired Immune Deficiency Syndromes",49, 4,0,0,0,0,0,0
2008,"Immunologic, virologic, and clinical consequences of episodes of transient viremia during suppressive combination antiretroviral therapy","Van Sighem A., Zhang S., Reiss P., Gras L., Van Der Ende M., Kroon F., Prins J., De Wolf F.",15254135,"Journal of Acquired Immune Deficiency Syndromes",48, 1,0,0,1,1,0,1
2008,"A resurgent HIV-1 epidemic among men who have sex with men in the era of potent antiretroviral therapy","Bezemer D., Fraser C., De Wolf F., Boerlijst M.C., Van Sighem A., Hollingsworth T.D., Prins M., Geskus R.B., Gras L., Coutinho R.A.",02699370,"AIDS",22, 9,0,0,3,3,5,8
2008,"Late entry to HIV care limits the impact of anti-retroviral therapy in the Netherlands","Smit C., Hallett T.B., Lange J., Garnett G., de Wolf F.",19326203,"PLoS ONE",3, 4,0,0,1,1,1,2
