,"Author: Ferenczi, Michael A.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 13 (Of the 37 documents considered for the h-Index, 13 have been cited at least 13 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1047,89,134,223,102,1372
2009,"Time course and strain dependence of adp release during contraction of permeabilized skeletal muscle fibers","West T.G., Hild G., Siththanandan V.B., Webb M.R., Corrie J.E.T., Ferenczi M.A.",00063495,"Biophysical Journal",96, 8,0,0,0,0,0,0
2009,"Insight into the actin-myosin motor from x-ray diffraction on muscle.","Bershitsky S.Y., Ferenczi M.A., Koubassova N.A., Tsaturyan A.K.",10934715,"Frontiers in bioscience : a journal and virtual library",14, ,0,0,0,0,0,0
2009,"Direct visualisation and kinetic analysis of normal and nemaline myopathy actin polymerisation using total internal reflection microscopy","Feng J.-J., Ushakov D.S., Ferenczi M.A., Laing N.G., Nowak K.J., Marston S.B.",01424319,"Journal of Muscle Research and Cell Motility",30, 1-2,0,0,0,0,0,0
2008,"Direct modeling of X-ray diffraction pattern from contracting skeletal muscle","Koubassova N.A., Bershitsky S.Y., Ferenczi M.A., Tsaturyan A.K.",00063495,"Biophysical Journal",95, 6,0,0,0,0,1,1
2008,"Physiological properties of human diaphragm muscle fibres and the effect of chronic obstructive pulmonary disease","Stubbings A.K., Moore A.J., Dusmet M., Goldstraw P., West T.G., Polkey M.I., Ferenczi M.A.",00223751,"Journal of Physiology",586, 10,0,0,1,1,5,6
2008,"Ring-chain interconversion of sulforhodamine-amine conjugates involves an unusually labile C-N bond and allows measurement of sulfonamide ionization kinetics","Corrie J.E.T., Eccleston J.F., Ferenczi M.A., Moore M.H., Turkenburg J.P., Trentham D.R.",08943230,"Journal of Physical Organic Chemistry",21, 4,0,0,0,0,0,0
2008,"Morphoregulation by acetylcholinesterase in fibroblasts and astrocytes","Anderson A.A., Ushakov D.S., Ferenczi M.A., Mori R., Martin P., Saffell J.L.",00219541,"Journal of Cellular Physiology",215, 1,0,0,4,4,1,5
2007,"Fluorescence lifetime imaging to detect actomyosin states in mammalian muscle sarcomeres","Garcia D.I., Ferenczi M.A., Lanigan P., Webb M., West T.G., Requejo-Isidro J., Auksorius E., Dunsby C., Neil M., French P.",00063495,"Biophysical Journal",93, 6,0,0,0,0,1,1
2007,"Rab27a and MyoVa are the primary Mlph interactors regulating melanosome transport in melanocytes","Hume A.N., Ushakov D.S., Tarafder A.K., Ferenczi M.A., Seabra M.C.",00219533,"Journal of Cell Science",120, 17,0,0,6,6,3,9
