,"This is a citation overview for a set of 75 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 24 (Of the 75 documents considered for the h-Index, 24 have been cited at least 24 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1622,278,268,546,153,2321
2009,"Therapeutic vaccine IC41 as late add-on to standard treatment in patients with chronic hepatitis C","Wedemeyer H., Zeuzem S., Hofmann W.P., Hinrichsen H., Tauber E., Manns M.P., Klade C.S., Schuller E., Schlaphoff V., Stauber R.E., Wiegand J., Schiefke I., Firbas C., Jilma B., Thursz M.",0264410X,"Vaccine",27, 37,0,0,0,0,0,0
2009,"Laparoscopic fundoplication compared with medical management for gastro-oesophageal reflux disease: Cost effectiveness study","Epstein D., Lilford R., Martin I., Mowat A., Russell I., Thursz M., Bojke L., Sculpher M.J., Atkin W., Bancewicz J., Darzi A., Heading R., Jankowski J., Krukowski Z.",09598146,"BMJ",339, 7713,0,0,0,0,0,0
2009,"Phenotyping murine models of non-alcoholic fatty liver disease through metabolic profiling of intact liver tissue","Cobbold J.F.L., Cox R.D., Taylor-Robinson S.D., Cox I.J., Anstee Q.M., Goldin R.D., Williams H.R.T., Matthews H.C., North B.V., Absalom N., Thomas H.C., Thursz M.R.",01435221,"Clinical Science",116, 5,0,0,0,0,1,1
2009,"Parenchymal Extinction: Coagulation and Hepatic Fibrogenesis","Anstee Q.M., Wright M., Goldin R., Thursz M.R.",10893261,"Clinics in Liver Disease",13, 1,0,0,0,0,0,0
2008,"Coagulation and fibrosis in chronic liver disease","Calvaruso V., Maimone S., Gatt A., Tuddenham E., Thursz M., Pinzani M., Burroughs A.K.",00175749,"Gut",57, 12,0,0,0,0,1,1
