,"Author: Wynne, Katie J.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 9 (Of the 15 documents considered for the h-Index, 9 have been cited at least 9 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,180,158,168,326,90,596
2009,"Sustained appetite improvement in malnourished dialysis patients by daily ghrelin treatment","Ashby D.R., Tam F.W.K., Bloom S.R., Choi P., Ford H.E., Wynne K.J., Wren A.M., Murphy K.G., Busbridge M., Brown E.A., Taube D.H., Ghatei M.A.",00852538,"Kidney International",76, 2,0,0,0,0,1,1
2009,"High dose cabergoline therapy for a resistant macroprolactinoma during pregnancy","Banerjee A., Wynne K., Tan T., Hatfield E.C., Martin N.M., Williamson C., Meeran K.",03000664,"Clinical Endocrinology",70, 5,0,0,0,0,0,0
2008,"A case of severe hyponatraemia.","Wynne K., Chaudhri O., Gorrigan R., Tan T., Meeran K.",14685833,"BMJ (Clinical research ed.)",337, ,0,0,0,0,0,0
2008,"Can gut hormones control appetite and prevent obesity?","Chaudhri O.B., Wynne K., Bloom S.R.",19355548,"Diabetes care",31, ,0,0,3,3,1,4
2007,"Putative auto-infarct of a pancreatic gastrinoma","Wynne K., Wren A., Meeran K.",19416628,"Journal of Gastrointestinal Cancer",38, 2-4,0,0,0,0,0,0
2006,"Oxyntomodulin increases energy expenditure in addition to decreasing energy intake in overweight and obese humans: A randomised controlled trial","Wynne K., Park A.J., Small C.J., Meeran K., Ghatei M.A., Frost G.S., Bloom S.R.",03070565,"International Journal of Obesity",30, 12,2,9,13,22,6,30
2006,"The role of oxyntomodulin and peptide tyrosine-tyrosine (PYY) in appetite control","Wynne K., Bloom S.R.",17458366,"Nature Clinical Practice Endocrinology and Metabolism",2, 11,0,2,10,12,7,19
2006,"Attenuated peptide YY release in obese subjects is associated with reduced satiety","Le Roux C.W., Ghatei M.A., Bloom S.R., Batterham R.L., Aylwin S.J.B., Patterson M., Borg C.M., Wynne K.J., Kent A., Vincent R.P., Gardiner J.",00137227,"Endocrinology",147, 1,18,25,31,56,15,89
2005,"Subcutaneous ghrelin enhances acute food intake in malnourished patients who receive maintenance peritoneal dialysis: A randomized, placebo-controlled trial","Wynne K., Giannitsopoulou K., Small C.J., Patterson M., Frost G., Ghatei M.A., Brown E.A., Bloom S.R., Choi P.",10466673,"Journal of the American Society of Nephrology",16, 7,17,19,13,32,8,57
2005,"Hormonal regulation of food intake","Stanley S., Wynne K., McGowan B., Bloom S.",00319333,"Physiological Reviews",85, 4,19,20,22,42,17,78
2005,"Subcutaneous oxyntomodulin reduces body weight in overweight and obese subjects: A double-blind, randomized, controlled trial","Wynne K., Ghatei M.A., Bloom S.R., Park A.J., Small C.J., Patterson M., Ellis S.M., Murphy K.G., Wren A.M., Frost G.S., Meeran K.",00121797,"Diabetes",54, 8,25,21,16,37,10,72
2005,"Gut feeling - The secret of satiety?","Bloom S., Wynne K., Chaudhri O.",14702118,"Clinical Medicine, Journal of the Royal College of Physicians of London",5, 2,2,1,0,1,0,3
2005,"Appetite control","Wynne K., Stanley S., McGowan B., Bloom S.R.",00220795,"Journal of Endocrinology",184, 2,43,38,46,84,17,144
2004,"The gut and regulation of body weight","Wynne K., Stanley S., Bloom S.",0021972X,"Journal of Clinical Endocrinology and Metabolism",89, 6,28,16,10,26,5,59
2004,"Gastrointestinal Satiety Signals III. Glucagon-like peptide 1, oxyntomodulin, peptide YY, and pancreatic polypeptide","Stanley S., Wynne K., Bloom S.",01931857,"American Journal of Physiology - Gastrointestinal and Liver Physiology",286, 5,26,7,4,11,3,40
