,"Author: Ghani, Azra C H",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 29 (Of the 93 documents considered for the h-Index, 29 have been cited at least 29 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1864,359,260,619,263,2746
2009,"Response","Christophe Fraser, Lyons E.J., Jombart T., Hinsley W.R., Grassly N.C., Balloux F., Ghani A.C., Rambaut A., Ferguson N.M., Christl A. Donnelly, Cauchemez S., Hanage W.P., Van Kerkhove M.D., Hollingsworth T.D., Griffin J., Baggaley R.F., Jenkins H.E.",00368075,"Science",325, 5944,0,0,0,0,0,0
2009,"A metapopulation modelling framework for gonorrhoea and other sexually transmitted infections in heterosexual populations","Chen M.I., Ghani A.C., Edmunds W.J.",17425689,"Journal of the Royal Society Interface",6, 38,0,0,0,0,0,0
2009,"Assessing the severity of the novel influenza A/H1N1 pandemic.","Garske T., Legrand J., Donnelly C.A., Ward H., Cauchemez S., Fraser C., Ferguson N.M., Ghani A.C.",14685833,"BMJ (Clinical research ed.)",339, ,0,0,0,0,0,0
2009,"Changes in poultry handling behavior and poultry mortality reporting among rural Cambodians in areas affected by HPAI/H5N1","Van Kerkhove M.D., Ly S., Guitian J., Holl D., San S., Mangtani P., Ghani A., Vong S.",19326203,"PLoS ONE",4, 7,0,0,0,0,0,0
2009,"Assessing the severity of the novel influenza A/H1N1 pandemic","Garske T., Legrand J., Donnelly C.A., Ward H., Cauchemez S., Fraser C., Ferguson N.M., Ghani A.C.",09598146,"BMJ",339, 7714,0,0,0,0,2,2
2009,"Managing and reducing uncertainty in an emerging influenza pandemic","Lipsitch M., Riley S., Cauchemez S., Ghani A.C., Ferguson N.M.",00284793,"New England Journal of Medicine",361, 2,0,0,0,0,6,6
2009,"Rapid assessment of malaria transmission using age-specific sero-conversion rates","Stewart L., Shekalaghe S., Cook J., Corran P., Ghani A., Riley E.M., Drakeley C., Gosling R., Griffin J., Gesase S., Campo J., Hashim R., Masika P., Mosha J., Bousema T.",19326203,"PLoS ONE",4, 6,0,0,0,0,1,1
